	1	2	3	4	5	6	7	8	9
AC004835.1	4	10	2	0	3	1	0	0	0
AC004973.1	0	0	0	0	1	0	0	1	1
MRPS17P9	0	0	0	0	0	0	0	0	0
SLC25A43	235	198	246	208	192	210	300	290	327
AC004000.1	0	1	0	0	0	0	0	0	0
RNU1-67P	0	0	0	0	0	0	0	0	0
RN7SL118P	0	0	0	0	0	2	0	0	0
RNY3P16	1	0	0	1	0	0	1	0	1
SLC25A5-AS1	38	44	56	55	29	33	58	53	32
SLC25A5	3793	4032	5171	3880	4569	4405	4041	4192	4870
CXorf56	477	398	467	316	341	291	425	365	522
UBE2A	1522	1540	1793	1487	1680	1876	1551	1565	1852
NKRF	333	372	404	298	330	440	380	303	432
SEPT6	382	315	422	321	381	442	438	360	551
MIR766	0	0	0	0	0	0	0	0	0
AC005052.1	0	0	0	0	0	0	0	0	0
SOWAHD	1	1	1	5	0	0	3	2	4
RPL39	224	250	303	461	359	403	329	356	428
SNORA69	0	0	0	0	0	0	0	0	0
UPF3B	195	217	365	241	270	436	202	256	537
RNF113A	203	170	310	243	256	267	291	212	283
NDUFA1	1524	1441	1655	1472	1469	1516	1285	1403	1484
AKAP14	58	34	13	50	29	21	16	12	5
NKAP	531	469	472	496	552	495	493	473	447
RHOXF1P3	0	0	2	0	2	0	4	4	0
RHOXF1P1	0	0	0	0	0	0	0	1	0
RHOXF1P2	0	0	0	0	0	0	0	0	0
RHOXF1-AS1	0	1	0	1	0	0	1	0	3
RHOXF2B	0	0	0	0	0	0	0	0	0
RHOXF1	0	0	0	0	1	0	2	1	2
LINC01402	0	0	0	0	0	0	0	0	0
NKAPP1	18	15	11	12	14	23	8	13	27
RHOXF2	0	0	0	0	0	0	0	0	0
SFR1P1	0	0	0	0	0	0	0	0	0
EEF1A1P30	0	0	2	1	0	2	1	1	0
ZBTB33	757	687	824	761	858	946	838	773	1052
TMEM255A	429	306	414	487	547	466	1496	1397	1323
AL512286.1	0	0	0	0	0	0	0	0	0
ATP1B4	0	0	0	0	0	1	3	3	12
LAMP2	6656	6108	6641	7157	6793	6326	9024	7580	7326
RNU7-37P	0	0	0	0	0	0	0	0	0
CUL4B	1557	1478	1468	1566	1415	1340	1379	1345	1410
MCTS1	344	390	499	439	448	509	385	403	509
C1GALT1C1	496	543	607	499	490	527	447	394	505
AC011890.2	0	0	0	0	0	0	0	0	0
AC011890.1	0	0	0	0	0	0	0	0	0
PA2G4P1	1	1	0	0	0	1	1	0	0
CT47B1	0	0	0	0	0	0	0	0	0
AC008162.1	0	0	0	0	0	0	0	0	0
AC008162.2	0	0	0	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0	0	0	0
AL670379.6	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0
AL670379.4	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0
AL670379.10	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0
AL670379.9	0	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0	0
AL670379.2	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0
AL670379.12	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0
AL670379.11	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0
AL670379.7	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0
AL670379.8	0	0	0	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0	0	0	0
AL670379.5	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0
AL670379.3	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0
AL670379.1	0	0	0	0	0	0	0	0	0
AC006144.1	0	1	0	0	0	0	0	0	0
GLUD2	122	75	95	100	102	87	83	75	69
HSPA8P1	3	3	0	3	9	4	0	0	3
MIR3672	0	0	0	0	0	0	0	0	0
TPT1P13	0	0	0	0	0	0	0	0	0
AL359851.1	0	0	0	0	0	0	0	0	0
AL441985.1	0	0	0	0	0	0	0	0	0
AL357562.1	0	0	0	0	0	0	0	0	0
RPL3P12	0	0	0	0	0	0	0	0	0
MRRFP1	0	0	0	0	0	0	0	0	0
GRIA3	2583	1971	1856	4258	4260	3520	2648	2573	2605
AL590139.1	3	2	1	2	6	1	2	0	3
AL030996.1	0	0	0	0	0	0	0	0	0
TUBB4AP1	0	0	1	0	0	0	0	0	0
THOC2	1341	1274	1308	1603	1806	1576	1360	1444	1428
FERP1	0	0	0	0	0	0	0	0	0
MEMO1P4	0	0	0	0	0	0	0	0	0
RNU7-69P	0	0	0	0	0	0	0	0	0
CHCHD2P1	0	0	0	0	0	0	0	0	0
RN7SL190P	0	0	0	0	0	0	0	0	0
XIAP	1144	920	1110	1255	1263	1327	1040	1018	1275
XIAP-AS1	0	0	0	0	0	0	0	0	0
RNU6-122P	0	0	0	0	0	0	0	0	0
AL121601.2	0	0	0	0	0	0	0	0	0
AL121601.1	2	0	0	2	8	4	2	6	4
STAG2	2516	2011	2081	2497	2543	2438	2728	2393	2900
ZIK1P1	0	0	0	0	0	0	0	0	0
HSPA8P20	0	0	0	0	0	0	0	0	0
SH2D1A	0	0	0	0	1	0	0	0	0
TEX13D	1	0	0	0	0	0	0	0	0
NPM1P34	0	0	0	0	0	0	0	0	0
AL022718.1	4	3	3	1	9	6	3	1	5
TENM1	0	0	0	2	3	2	17	7	10
Z85995.1	0	0	0	0	0	0	0	0	0
AL008707.1	0	0	0	0	0	0	0	0	0
TEX13C	0	0	0	0	0	0	0	0	0
AL627231.1	0	0	0	0	0	0	0	0	0
AL645820.1	0	0	0	0	0	0	0	0	0
AL445072.1	0	0	0	0	0	0	1	0	1
DCAF12L2	0	0	0	0	0	1	6	2	7
MTCO1P53	3	6	2	0	0	0	0	1	0
MTND4LP1	0	0	0	0	0	0	0	0	0
MTND4P24	0	0	1	0	0	0	0	0	2
Z69908.1	0	0	0	0	0	0	0	0	0
DCAF12L1	0	0	0	0	0	0	0	0	0
MTCYBP38	0	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	4	1
Z82209.1	0	0	0	0	0	0	0	0	0
Z82209.2	0	0	0	0	0	0	0	0	0
AL662814.1	0	0	0	0	0	0	0	0	0
AL591643.1	0	0	0	0	0	0	0	0	0
Z75741.2	0	0	0	0	0	0	0	0	0
Z75741.1	0	0	0	0	0	0	0	0	0
ACTRT1	0	0	0	0	0	0	0	0	0
Z74696.2	0	0	0	0	0	0	0	0	0
BTG3P1	0	0	0	0	0	0	0	0	0
Z74696.1	0	0	0	0	0	0	0	0	0
RPL7AP72	0	0	0	0	0	0	0	0	0
AL442647.1	0	0	0	0	0	0	0	0	0
AL442647.2	0	0	0	0	0	0	0	0	0
KRT18P44	0	0	0	0	0	0	0	0	0
RPL32P35	0	0	0	0	0	0	0	0	0
AL359845.1	0	0	0	0	0	1	0	0	0
RPS26P56	0	0	0	0	0	0	0	0	0
RNA5SP513	0	0	0	0	0	0	0	0	0
SMARCA1	2867	2329	2422	2738	3125	2957	2620	2668	2855
RF01169	0	0	0	0	0	0	0	0	0
OCRL	1863	1590	1678	1497	1678	1559	1487	1491	1693
APLN	566	412	272	259	266	169	351	308	199
XPNPEP2	1	0	5	0	0	0	2	2	1
SASH3	0	0	0	0	0	0	0	0	0
AL023653.1	0	0	0	0	0	0	0	0	0
ZDHHC9	1753	1516	1796	1450	1587	1584	1660	1430	1829
AL034405.1	1	0	0	0	1	0	0	0	0
SALL4P2	0	0	0	0	0	0	0	0	0
UTP14A	407	325	369	383	492	450	321	333	365
BCORL1	650	476	642	509	605	580	731	624	661
ELF4	323	404	654	324	390	586	229	263	599
AIFM1	891	778	808	717	970	791	821	807	867
RAB33A	104	60	86	55	77	72	88	77	97
ZNF280C	74	73	116	102	116	153	61	70	147
RNU6-1130P	0	0	0	0	0	0	0	0	0
AL035423.1	0	0	0	0	0	0	0	0	0
SLC25A14	176	161	216	221	196	249	155	156	217
GPR119	0	0	1	0	0	1	0	0	0
RBMX2	393	357	547	416	499	520	441	434	575
Z82195.2	0	0	0	0	0	0	0	0	0
FAM45BP	2	1	5	1	0	1	0	2	1
Z82195.1	0	0	0	0	0	0	0	0	0
ENOX2	206	148	227	198	244	203	163	185	251
AL049733.1	0	0	1	0	0	0	0	0	0
LINC01201	0	0	0	0	0	0	0	0	0
ARHGAP36	551	437	364	3326	3884	2429	1990	1788	1751
RN7SL191P	0	0	0	0	0	0	0	0	0
OR11Q1P	0	0	0	0	0	0	0	0	0
AL603758.1	0	0	0	0	0	0	0	0	0
IGSF1	118	92	167	599	638	496	349	306	428
OR11N1P	0	0	0	0	0	0	0	0	0
OR5AW1P	0	0	0	0	0	0	0	0	0
OR5BH1P	0	0	0	0	0	0	0	0	0
OR1AA1P	0	0	0	0	0	0	0	0	0
AL049734.2	0	0	0	0	0	0	0	0	0
AL049734.1	0	0	0	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0	0	0	0
OR13K1P	0	0	0	0	0	0	0	0	0
OR7L1P	0	0	0	0	0	0	0	0	0
OR2AF1P	0	0	0	0	0	0	0	0	0
HDGFP1	5	1	0	0	0	0	0	0	0
FIRRE	6	3	7	7	11	9	5	11	4
MCRIP2P1	0	0	0	0	0	0	0	0	0
PNKDP1	0	0	0	0	0	0	0	0	0
AL008629.1	0	0	0	0	0	0	0	0	0
RNA5SP514	0	0	0	0	0	0	0	0	0
STK26	3	3	12	15	7	18	15	17	47
FRMD7	29	11	37	7	9	8	10	5	11
AL049792.1	0	0	1	0	0	0	0	0	0
RAP2C	544	506	687	553	542	640	533	571	768
RAP2C-AS1	49	44	63	45	52	56	46	49	53
MBNL3	93	75	104	100	122	151	101	112	254
RNU6-98P	0	0	0	0	0	0	0	0	0
HS6ST2	11	8	14	26	23	29	45	29	53
HS6ST2-AS1	0	0	0	0	0	0	0	0	0
Z82205.1	0	0	0	0	0	0	0	0	0
USP26	0	0	0	0	0	0	0	0	1
Z77249.1	0	0	0	0	0	0	0	0	0
TFDP3	0	0	0	0	0	0	1	0	0
RNU1-115P	0	0	0	0	0	0	0	0	0
GPC4	11839	9811	10174	9967	8981	8768	9002	7804	7693
RNU6-203P	0	0	0	0	0	0	0	0	0
GPC3	105	75	109	452	437	454	162	177	199
AL009174.1	3	3	2	3	3	3	2	4	4
RPSAP63	0	0	0	0	0	0	0	0	0
AF003529.1	0	0	0	0	0	0	0	0	0
TIMM8BP2	0	0	0	0	0	0	0	1	0
AC002407.1	0	0	0	0	0	0	0	0	3
MIR363	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0
LARP1BP3	0	0	0	0	0	0	0	0	0
CCDC160	96	99	67	51	47	36	109	95	67
FO393409.1	0	0	0	0	0	0	0	0	0
PHF6	973	899	1256	950	964	1308	856	883	1308
HPRT1	234	271	447	350	357	445	157	188	377
AC004383.1	0	1	1	0	1	1	1	0	0
MIR450B	0	0	0	0	0	0	0	0	0
MIR450A1	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	0	0
MIR503HG	6	3	10	6	12	9	15	24	19
MIR503	0	0	0	0	1	1	1	0	0
MIR424	0	0	0	0	0	0	0	0	0
LINC00629	1	1	3	1	3	0	1	1	1
PLAC1	4	3	5	2	0	5	1	1	8
AL672032.1	1	0	0	0	0	0	0	0	0
RPL21P133	0	0	0	0	0	0	0	1	0
RPS7P12	0	0	0	0	0	0	0	0	0
RNU4-44P	0	0	0	0	0	0	0	0	1
FAM122B	681	690	901	1036	1137	963	483	637	864
FAM122C	242	199	243	244	240	171	126	115	137
AL691477.1	0	0	0	0	0	0	0	0	0
MOSPD1	332	297	359	517	514	399	303	269	307
RNU6-616P	0	0	0	0	0	0	0	0	0
LINC02243	0	0	0	0	0	0	0	0	0
HMGB3P31	0	0	0	0	0	0	0	0	0
SMIM10	28	20	32	59	49	61	43	38	57
RTL8B	619	557	498	782	985	672	617	565	500
RTL8C	6361	5639	5416	5657	6497	5098	6050	4960	4295
RTL8A	1689	1474	1661	1368	1587	1487	1486	1376	1504
SMIM10L2B-AS1	1	1	1	2	0	0	2	2	0
NCLP2	0	0	0	0	0	0	0	0	0
SMIM10L2B	104	78	79	109	118	66	79	96	51
ETDB	0	0	0	0	0	0	0	0	0
AC234771.1	0	0	0	0	0	0	0	0	0
AC234771.3	0	0	0	0	0	0	0	0	0
CT55	0	0	0	0	0	1	1	1	0
AC234771.4	3	1	3	1	0	0	2	2	2
AC234771.2	0	0	0	0	0	0	0	0	0
AC234771.5	0	0	0	0	0	0	0	0	0
ZNF75D	332	230	315	229	255	298	265	260	293
ETDA	0	0	1	0	0	0	0	0	0
AL590282.1	0	0	0	0	0	0	1	0	0
ETDC	0	0	0	0	0	0	0	0	0
AL590282.2	0	0	0	0	2	0	0	0	0
ZNF449	242	175	229	229	196	267	220	206	313
AL450472.1	0	1	1	0	1	0	0	1	0
SMIM10L2A	787	609	741	439	533	419	514	356	327
RNA5SP515	0	0	0	0	0	0	0	0	0
CROCCP1	0	0	0	0	0	4	0	0	0
AL450472.3	0	0	0	0	0	0	0	0	0
AL450472.2	0	0	0	0	0	0	0	0	0
INTS6L-AS1	1	1	2	2	0	0	0	0	1
INTS6L	44	52	56	49	61	74	41	64	58
AL391380.1	0	0	0	0	0	0	0	0	0
SAGE4P	0	0	0	0	0	0	0	0	0
SAGE3P	0	0	0	0	0	0	0	0	0
SAGE2P	0	0	0	0	0	0	0	0	0
AC240442.1	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	0	0	0	0	0	0
MGAT2P1	0	0	0	0	0	0	0	0	0
MGAT2P2	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0
CT45A9	0	0	0	0	0	0	0	0	0
CT45A10	0	0	0	0	0	0	0	0	0
SAGE1	0	0	1	0	0	0	0	0	0
CT45A11P	0	0	0	1	0	1	0	1	0
MMGT1	599	513	620	593	585	602	631	549	716
SLC9A6	1016	850	744	869	911	803	1019	989	858
GAPDHP67	0	0	0	0	0	0	0	0	0
E2F6P4	0	0	0	0	0	0	0	0	0
FHL1	10925	9585	10652	8943	9448	10410	7928	7096	8815
MAP7D3	628	505	578	634	697	734	479	543	568
STK24P1	0	0	0	0	0	0	0	1	0
ADGRG4	0	2	0	0	1	0	0	1	0
BRS3	0	1	0	1	0	2	0	1	0
HTATSF1	1767	1562	2002	1958	2262	2490	1758	1851	2403
VGLL1	0	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0	0
RNU6-320P	0	0	0	0	0	0	0	0	0
LINC00892	0	0	0	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0	0	0	0
ARHGEF6	2030	1685	2334	1715	1683	2076	2587	2330	3238
RNU6-972P	0	0	0	0	0	0	0	0	0
AL683813.2	0	0	0	0	0	0	0	0	0
RPL7P56	0	0	0	0	0	0	0	0	0
RANP4	5	3	4	5	1	0	7	3	3
AL683813.1	7	6	4	14	20	25	14	14	14
RAB28P5	0	0	0	0	0	0	0	0	0
RBMX	2857	3260	4640	4242	5063	6468	3459	4154	6337
SNORD61	0	0	0	0	0	0	0	0	0
AL390879.1	22	10	18	20	15	11	14	10	19
RPL22P23	0	0	0	0	0	2	0	0	0
SRRM1P3	1	0	0	0	0	1	0	1	0
GPR101	0	0	0	0	0	0	0	1	0
AL355309.1	31	20	16	22	28	15	30	14	23
RAC1P4	0	0	0	0	0	0	0	0	1
AL035443.1	0	0	0	2	0	2	3	2	4
ZIC3	0	2	4	83	88	69	77	71	131
Z96074.1	0	0	0	0	0	0	0	0	1
RN7SL325P	0	0	0	0	0	0	0	0	0
ZFYVE9P1	0	0	0	0	0	0	0	0	0
RNU6-985P	0	0	0	0	0	0	0	0	0
RN7SKP31	0	0	0	0	0	0	0	0	0
MAGEA13P	0	0	0	0	0	0	0	0	0
KRT8P6	0	0	0	0	0	0	0	0	0
AL357123.1	0	0	0	0	0	0	0	0	0
FGF13	19	14	16	50	76	57	151	181	138
AL031386.1	0	0	0	0	0	0	0	0	0
MIR504	0	0	0	0	0	0	0	0	0
FGF13-AS1	3	4	0	1	6	5	13	8	4
Z83313.1	0	0	0	0	0	0	0	0	0
SNURFL	0	0	0	0	0	0	0	0	0
SRD5A1P1	0	1	0	0	0	0	1	0	0
F9	0	0	0	0	0	0	0	0	0
MCF2	24	21	4	14	15	10	33	26	6
ATP11C	578	619	693	508	620	775	429	435	634
RNU6ATAC23P	0	0	0	0	0	0	0	0	0
MIR505	0	0	0	0	0	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0	0
AL589987.2	0	0	0	0	0	0	0	0	0
HNRNPA3P3	0	0	0	0	1	0	0	1	0
RN7SL727P	0	0	0	0	0	0	0	0	0
AL589987.1	0	0	0	0	0	0	0	0	0
FO393408.1	0	0	0	0	0	0	0	0	0
AL137014.1	0	0	0	0	0	0	0	0	0
RPS17P17	0	0	0	0	0	0	0	0	0
SOX3	0	1	0	1	2	0	0	6	18
AL844175.1	0	0	0	0	0	0	0	0	0
LINC00632	9	7	6	5	9	11	26	26	36
CDR1	0	0	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0	0
AL451048.1	0	0	0	0	0	0	0	0	0
SPANXB1	0	0	1	0	0	0	0	1	0
RNU6-3P	0	0	0	1	0	0	1	0	2
AC234778.1	0	0	0	0	0	0	0	0	0
AC234778.2	0	0	0	1	1	0	0	0	0
LDOC1	153	127	149	931	1089	788	330	257	272
SPANXC	0	0	0	0	0	0	0	0	0
RBMX2P2	0	0	0	0	0	0	0	0	0
AC234779.1	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	0	3	0	4	3	1	0	0	3
SPANXA1	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0
AC235097.1	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0	0	0
MAGEC3	0	0	0	0	1	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0	0
AL023773.2	0	0	0	0	0	0	0	0	0
AL023773.1	0	0	0	0	0	0	0	0	0
AL031073.1	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	1	0	0	0
AL109620.1	0	0	0	0	0	0	0	0	0
RNA5SP516	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0
RN7SKP81	0	0	0	0	0	0	0	0	0
RN7SKP149	0	0	0	0	0	0	0	0	0
AC239727.1	0	0	0	0	0	0	0	0	0
PGBD4P6	0	0	0	0	0	0	0	0	0
MTND1P33	0	0	0	0	0	0	0	0	0
MTND2P39	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0
SLITRK4	1	0	0	0	0	0	0	0	0
HNRNPH1P2	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0	0	0
AL500522.1	0	0	0	0	0	0	0	0	0
AL500522.2	0	0	0	0	0	0	0	0	0
UBE2NL	0	1	0	0	0	0	0	0	0
AC234064.1	0	0	0	0	0	0	0	0	0
RRM2P4	0	0	0	0	0	0	0	0	0
HNRNPCP10	0	0	0	0	0	0	0	0	0
RN7SKP189	0	0	0	0	0	0	0	0	0
CYCSP44	0	0	0	0	0	0	0	0	0
AL713923.1	0	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0	0	1
AL391256.1	0	0	0	0	0	0	0	0	0
AL109653.1	0	0	0	0	0	0	0	0	0
AL109653.2	0	0	0	0	0	0	0	0	0
SLITRK2	19	15	8	12	15	12	220	210	153
MIR892C	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0
RNA5SP517	0	0	0	0	0	0	0	0	0
AL109913.1	0	0	0	0	0	0	0	0	0
ELL2P4	0	0	0	0	0	0	0	0	0
Z97180.1	0	0	0	0	1	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0	0
Z99497.1	0	0	0	0	0	0	0	0	0
Z99497.2	0	0	0	0	0	0	0	0	0
AL589669.1	0	0	0	1	0	0	0	0	0
MIR513C	0	0	0	0	0	0	0	0	0
MIR513B	0	0	0	0	0	0	0	0	0
MIR513A1	0	0	0	0	0	0	0	0	0
MIR513A2	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	0	0	0	0
MIR508	0	0	0	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0
MIR510	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0
AL096861.1	0	0	0	0	0	0	0	0	0
AL009048.1	0	0	0	0	0	0	0	0	0
AC016925.1	0	0	0	0	0	0	0	0	0
AC016925.2	0	0	0	0	0	0	0	0	0
RNU6-382P	0	0	0	0	0	0	0	0	0
L29074.1	0	0	0	0	0	0	0	0	0
FMR1-AS1	0	1	0	0	0	0	0	0	1
RF02118	0	0	0	0	0	0	0	0	0
FMR1	624	678	806	615	748	697	698	683	845
FMR1-IT1	0	1	1	1	0	0	2	3	0
FMR1NB	0	0	0	0	0	0	0	0	0
RNA5SP524	0	0	0	0	0	0	0	0	0
FTH1P8	30	6	30	11	11	14	16	13	23
U40455.1	1	0	0	0	0	0	0	0	0
RPL7L1P11	0	0	0	0	0	0	0	0	0
AC002368.1	2	2	3	0	0	0	1	2	1
AFF2	2393	1922	1649	1373	1564	1305	2925	2428	1879
AFF2-IT1	0	0	0	0	0	0	0	0	0
RN7SKP267	0	0	0	0	0	0	0	0	0
AC231760.1	0	0	0	0	0	0	0	0	0
IDS	7587	6761	6327	6497	7099	6571	6243	5211	5523
AC244197.3	6	5	7	5	3	1	1	1	2
AC244197.2	0	5	5	3	3	1	1	1	0
IDSP1	1	0	0	1	1	0	0	0	2
LINC00893	8	6	5	11	16	8	2	5	6
CXorf40A	240	205	262	194	199	203	198	174	205
HSFX3	0	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0	0
HSFX2	1	3	2	2	1	0	0	2	2
TMEM185A	271	239	281	226	258	250	262	234	304
AC244197.1	0	0	0	0	0	0	0	0	0
MAGEA11	0	0	0	0	0	0	0	0	0
AC244098.2	0	0	0	0	0	0	0	0	0
AC244098.1	0	0	0	0	0	0	0	0	0
AC244098.3	0	0	0	0	0	0	0	0	0
TMEM185AP1	0	0	0	0	0	0	0	0	0
HSFX1	0	0	0	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0	0	0	1
MAGEA7P	0	0	0	0	0	0	0	0	0
DUTP4	0	0	0	0	0	0	0	0	0
LINC00850	0	0	0	0	0	0	0	0	0
MAGEA8-AS1	0	0	0	0	0	1	0	0	0
MAGEA8	0	0	0	0	0	0	0	2	0
CXorf40B	446	389	531	336	414	435	408	363	483
HSFX4	0	0	0	0	0	0	0	0	0
LINC00894	8	5	5	6	3	14	4	10	3
BX322650.1	1	0	0	0	0	0	0	0	1
MIR2114	0	0	0	0	0	0	0	0	0
XRCC6P2	2	1	2	2	3	2	2	1	2
MAMLD1	516	547	737	454	463	523	467	403	791
MTM1	1003	773	787	915	972	864	992	926	944
MTMR1	1051	925	1176	872	1037	948	955	851	1225
CD99L2	6917	5780	5724	5527	6263	6112	5427	4688	5448
PPIAP91	0	0	0	0	0	0	0	0	0
AF274573.1	0	0	0	0	0	0	0	0	0
RNU6-383P	0	0	0	0	0	0	0	0	0
HMGB3	1408	1438	1949	1873	2345	2755	1501	1947	3178
RPL19P21	1	2	3	0	1	0	0	0	3
RPL12P50	0	0	0	0	1	0	0	0	0
RNA5SP525	0	0	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0	0	0
GPR50-AS1	0	0	0	0	1	0	0	0	1
GPR50	0	0	1	2	1	2	47	31	63
KC877982.1	0	0	0	0	0	1	5	1	6
AF013593.1	0	0	0	0	0	0	0	0	0
VMA21	1077	1010	1154	968	996	1150	957	981	1460
BX546450.2	0	2	2	0	1	1	0	0	2
BX546450.1	0	0	0	0	1	0	0	0	3
PASD1	0	0	0	3	2	1	0	0	0
AF274854.1	0	0	0	0	0	0	0	0	0
PRRG3	0	1	3	1	2	0	7	5	8
FATE1	0	0	0	0	0	0	0	1	0
CNGA2	0	0	0	0	0	0	0	0	0
MAGEA4-AS1	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0	0	0	0
GABRE	13	20	33	125	132	106	25	38	45
MIR224	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0	0
RPSAP60	0	0	0	0	0	1	0	0	0
MAGEA5	0	0	0	0	0	0	0	0	0
MAGEA10-MAGEA5	0	0	0	0	0	0	0	0	0
MAGEA10	1	0	0	0	0	0	0	0	0
AC116666.1	0	0	0	0	0	0	0	0	0
GABRA3	21	10	7	22	20	2	225	175	97
RNU6-764P	0	0	0	0	0	0	0	0	0
MIR105-1	0	0	0	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0	0
KRT8P8	0	0	0	0	0	0	0	0	0
GABRQ	587	444	303	3742	4410	3003	4276	4223	3619
AC244102.2	0	0	0	0	0	0	0	0	0
MAGEA3	5	0	0	0	0	0	0	0	0
CSAG2	1	0	0	0	0	0	0	0	1
MAGEA2B	0	0	0	0	0	0	0	0	0
CSAG1	2	0	8	0	0	0	0	0	0
MAGEA12	2	0	0	0	0	0	0	0	0
CSAG4	0	0	0	0	0	0	0	0	0
AC244102.1	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0
CSAG3	0	0	4	1	0	2	0	3	4
MAGEA6	3	0	0	0	0	1	0	0	0
CETN2	2497	2241	2134	2479	2620	2029	2100	2110	1755
NSDHL	1590	1433	1162	1141	1449	1016	1483	1390	1032
ZNF185	241	193	244	258	313	229	164	161	170
PNMA5	1	1	2	0	0	0	1	1	2
AC243591.1	0	0	0	0	0	0	0	0	0
AC243428.1	0	0	0	0	0	0	0	0	0
PNMA3	16	12	21	6	10	18	10	10	10
PNMA6A	38	29	49	21	27	28	36	15	39
PNMA6B	0	0	0	0	0	0	2	1	6
AC152010.1	0	0	0	0	0	0	0	0	0
MAGEA1	0	0	0	0	0	0	0	0	0
AC236972.2	0	0	0	0	0	0	0	0	0
AC236972.3	0	0	0	0	0	0	0	0	0
AC236972.1	0	0	0	0	0	0	0	0	0
AC236972.4	0	0	0	0	0	0	0	0	0
PNMA6F	0	1	1	0	0	0	0	0	0
ZNF275	948	819	711	676	802	715	920	874	910
AC152007.1	0	0	0	0	0	0	0	0	0
PNMA6E	0	0	1	0	0	0	0	0	0
RN7SL667P	0	0	0	0	0	0	0	0	0
ZFP92	39	35	27	11	13	11	40	30	40
